State,Population Value,Gender,Year,18-20,65-74,75-84,55-59,60-64,,20-24,25-34,45-54,35-44
 Michigan,9,,2016,0,1,0,0,0,0,0,0,0,0
 Minnesota,8,,2016,0,1,0,0,0,0,0,0,0,0
 Mississippi,9,,2016,0,1,0,0,0,0,0,0,0,0
 Missouri,9,,2016,0,1,0,0,0,0,0,0,0,0
 Montana,10,,2016,0,1,0,0,0,0,0,0,0,0
 Nevada,9,,2016,0,1,0,0,0,0,0,0,0,0
 Washington,9,,2016,0,1,0,0,0,0,0,0,0,0
 Oregon,4,,2016,0,0,1,0,0,0,0,0,0,0
 Wisconsin,9,,2016,0,1,0,0,0,0,0,0,0,0
 Massachusetts,4,,2016,0,0,1,0,0,0,0,0,0,0
 Michigan,4,,2016,0,0,1,0,0,0,0,0,0,0
 Minnesota,4,,2016,0,0,1,0,0,0,0,0,0,0
 Mississippi,4,,2016,0,0,1,0,0,0,0,0,0,0
 Missouri,4,,2016,0,0,1,0,0,0,0,0,0,0
 Montana,5,,2016,0,0,1,0,0,0,0,0,0,0
 Nebraska,4,,2016,0,0,1,0,0,0,0,0,0,0
 Nevada,4,,2016,0,0,1,0,0,0,0,0,0,0
 New Hampshire,4,,2016,0,0,1,0,0,0,0,0,0,0
 New Jersey,4,,2016,0,0,1,0,0,0,0,0,0,0
 New Mexico,4,,2016,0,0,1,0,0,0,0,0,0,0
 New York,4,,2016,0,0,1,0,0,0,0,0,0,0
 North Carolina,4,,2016,0,0,1,0,0,0,0,0,0,0
 North Dakota,4,,2016,0,0,1,0,0,0,0,0,0,0
 Ohio,4,,2016,0,0,1,0,0,0,0,0,0,0
 Oklahoma,4,,2016,0,0,1,0,0,0,0,0,0,0
 Florida,11,,2016,0,1,0,0,0,0,0,0,0,0
 Maryland,4,,2016,0,0,1,0,0,0,0,0,0,0
 Maine,5,,2016,0,0,1,0,0,0,0,0,0,0
 Louisiana,4,,2016,0,0,1,0,0,0,0,0,0,0
 Kentucky,4,,2016,0,0,1,0,0,0,0,0,0,0
 Wyoming,9,,2016,0,1,0,0,0,0,0,0,0,0
 Alabama,4,,2016,0,0,1,0,0,0,0,0,0,0
 Alaska,2,,2016,0,0,1,0,0,0,0,0,0,0
 Arizona,5,,2016,0,0,1,0,0,0,0,0,0,0
 Arkansas,4,,2016,0,0,1,0,0,0,0,0,0,0
 California,3,,2016,0,0,1,0,0,0,0,0,0,0
 Colorado,3,,2016,0,0,1,0,0,0,0,0,0,0
 Connecticut,4,,2016,0,0,1,0,0,0,0,0,0,0
 West Virginia,11,,2016,0,1,0,0,0,0,0,0,0,0
 Delaware,5,,2016,0,0,1,0,0,0,0,0,0,0
 Florida,6,,2016,0,0,1,0,0,0,0,0,0,0
 Georgia,3,,2016,0,0,1,0,0,0,0,0,0,0
 Hawaii,4,,2016,0,0,1,0,0,0,0,0,0,0
 Idaho,4,,2016,0,0,1,0,0,0,0,0,0,0
 Illinois,4,,2016,0,0,1,0,0,0,0,0,0,0
 Indiana,4,,2016,0,0,1,0,0,0,0,0,0,0
 Iowa,4,,2016,0,0,1,0,0,0,0,0,0,0
 Kansas,4,,2016,0,0,1,0,0,0,0,0,0,0
 District of Columbia,3,,2016,0,0,1,0,0,0,0,0,0,0
 District of Columbia,6,,2016,0,1,0,0,0,0,0,0,0,0
 Louisiana,6,,2016,0,0,0,0,1,0,0,0,0,0
 Connecticut,9,,2016,0,1,0,0,0,0,0,0,0,0
 West Virginia,7,,2016,0,0,0,1,0,0,0,0,0,0
 Wisconsin,7,,2016,0,0,0,1,0,0,0,0,0,0
 Wyoming,6,,2016,0,0,0,1,0,0,0,0,0,0
 Alabama,6,,2016,0,0,0,0,1,0,0,0,0,0
 Alaska,5,,2016,0,0,0,0,1,0,0,0,0,0
 Arizona,6,,2016,0,0,0,0,1,0,0,0,0,0
 Arkansas,6,,2016,0,0,0,0,1,0,0,0,0,0
 California,5,,2016,0,0,0,0,1,0,0,0,0,0
 Colorado,5,,2016,0,0,0,0,1,0,0,0,0,0
 Connecticut,6,,2016,0,0,0,0,1,0,0,0,0,0
 Delaware,6,,2016,0,0,0,0,1,0,0,0,0,0
 District of Columbia,5,,2016,0,0,0,0,1,0,0,0,0,0
 Florida,6,,2016,0,0,0,0,1,0,0,0,0,0
 Georgia,5,,2016,0,0,0,0,1,0,0,0,0,0
 Hawaii,6,,2016,0,0,0,0,1,0,0,0,0,0
 Idaho,6,,2016,0,0,0,0,1,0,0,0,0,0
 Illinois,6,,2016,0,0,0,0,1,0,0,0,0,0
 Washington,6,,2016,0,0,0,1,0,0,0,0,0,0
 Indiana,6,,2016,0,0,0,0,1,0,0,0,0,0
 Virginia,6,,2016,0,0,0,1,0,0,0,0,0,0
 Utah,5,,2016,0,0,0,1,0,0,0,0,0,0
 Nevada,6,,2016,0,0,0,1,0,0,0,0,0,0
 New Hampshire,8,,2016,0,0,0,1,0,0,0,0,0,0
 New Jersey,7,,2016,0,0,0,1,0,0,0,0,0,0
 New Mexico,6,,2016,0,0,0,1,0,0,0,0,0,0
 New York,6,,2016,0,0,0,1,0,0,0,0,0,0
 North Carolina,6,,2016,0,0,0,1,0,0,0,0,0,0
 North Dakota,6,,2016,0,0,0,1,0,0,0,0,0,0
 Ohio,7,,2016,0,0,0,1,0,0,0,0,0,0
 Oklahoma,6,,2016,0,0,0,1,0,0,0,0,0,0
 Oregon,6,,2016,0,0,0,1,0,0,0,0,0,0
 Pennsylvania,7,,2016,0,0,0,1,0,0,0,0,0,0
 Puerto Rico,6,,2016,0,0,0,1,0,0,0,0,0,0
 Rhode Island,7,,2016,0,0,0,1,0,0,0,0,0,0
 South Carolina,6,,2016,0,0,0,1,0,0,0,0,0,0
 South Dakota,7,,2016,0,0,0,1,0,0,0,0,0,0
 Tennessee,6,,2016,0,0,0,1,0,0,0,0,0,0
 Texas,5,,2016,0,0,0,1,0,0,0,0,0,0
 Vermont,7,,2016,0,0,0,1,0,0,0,0,0,0
 Iowa,6,,2016,0,0,0,0,1,0,0,0,0,0
 Kansas,6,,2016,0,0,0,0,1,0,0,0,0,0
 Kentucky,6,,2016,0,0,0,0,1,0,0,0,0,0
 South Carolina,6,,2016,0,0,0,0,1,0,0,0,0,0
 South Dakota,6,,2016,0,0,0,0,1,0,0,0,0,0
 Tennessee,6,,2016,0,0,0,0,1,0,0,0,0,0
 Texas,5,,2016,0,0,0,0,1,0,0,0,0,0
 Utah,4,,2016,0,0,0,0,1,0,0,0,0,0
 Vermont,7,,2016,0,0,0,0,1,0,0,0,0,0
 Virginia,6,,2016,0,0,0,0,1,0,0,0,0,0
 Washington,6,,2016,0,0,0,0,1,0,0,0,0,0
 West Virginia,7,,2016,0,0,0,0,1,0,0,0,0,0
 Wisconsin,6,,2016,0,0,0,0,1,0,0,0,0,0
 Wyoming,7,,2016,0,0,0,0,1,0,0,0,0,0
 Alabama,9,,2016,0,1,0,0,0,0,0,0,0,0
 Alaska,7,,2016,0,1,0,0,0,0,0,0,0,0
 Arizona,9,,2016,0,1,0,0,0,0,0,0,0,0
 Arkansas,9,,2016,0,1,0,0,0,0,0,0,0,0
 California,7,,2016,0,1,0,0,0,0,0,0,0,0
 Colorado,8,,2016,0,1,0,0,0,0,0,0,0,0
 Rhode Island,6,,2016,0,0,0,0,1,0,0,0,0,0
 Puerto Rico,6,,2016,0,0,0,0,1,0,0,0,0,0
 Pennsylvania,6,,2016,0,0,0,0,1,0,0,0,0,0
 Oregon,6,,2016,0,0,0,0,1,0,0,0,0,0
 Maine,7,,2016,0,0,0,0,1,0,0,0,0,0
 Maryland,6,,2016,0,0,0,0,1,0,0,0,0,0
 Massachusetts,6,,2016,0,0,0,0,1,0,0,0,0,0
 Michigan,6,,2016,0,0,0,0,1,0,0,0,0,0
 Minnesota,6,,2016,0,0,0,0,1,0,0,0,0,0
 Mississippi,6,,2016,0,0,0,0,1,0,0,0,0,0
 Missouri,6,,2016,0,0,0,0,1,0,0,0,0,0
 Montana,7,,2016,0,0,0,0,1,0,0,0,0,0
 Delaware,10,,2016,0,1,0,0,0,0,0,0,0,0
 Nebraska,6,,2016,0,0,0,0,1,0,0,0,0,0
 New Hampshire,7,,2016,0,0,0,0,1,0,0,0,0,0
 New Jersey,6,,2016,0,0,0,0,1,0,0,0,0,0
 New Mexico,6,,2016,0,0,0,0,1,0,0,0,0,0
 New York,6,,2016,0,0,0,0,1,0,0,0,0,0
 North Carolina,6,,2016,0,0,0,0,1,0,0,0,0,0
 North Dakota,5,,2016,0,0,0,0,1,0,0,0,0,0
 Ohio,6,,2016,0,0,0,0,1,0,0,0,0,0
 Oklahoma,5,,2016,0,0,0,0,1,0,0,0,0,0
 Nevada,5,,2016,0,0,0,0,1,0,0,0,0,0
 Puerto Rico,6,,2016,0,0,1,0,0,0,0,0,0,0
 South Carolina,4,,2016,0,0,1,0,0,0,0,0,0,0
 Texas,34,,2016,0,0,0,0,0,0,0,0,0,0
 Utah,30,,2016,0,0,0,0,0,0,0,0,0,0
 Vermont,43,,2016,0,0,0,0,0,0,0,0,0,0
 Virginia,38,,2016,0,0,0,0,0,0,0,0,0,0
 Washington,37,,2016,0,0,0,0,0,0,0,0,0,0
 West Virginia,42,,2016,0,0,0,0,0,0,0,0,0,0
 Wisconsin,39,,2016,0,0,0,0,0,0,0,0,0,0
 Wyoming,37,,2016,0,0,0,0,0,0,0,0,0,0
 Tennessee,38,,2016,0,0,0,0,0,0,0,0,0,0
 South Dakota,36,,2016,0,0,0,0,0,0,0,0,0,0
 Rhode Island,40,,2016,0,0,0,0,0,0,0,0,0,0
 Minnesota,38,,2016,0,0,0,0,0,0,0,0,0,0
 Mississippi,37,,2016,0,0,0,0,0,0,0,0,0,0
 Missouri,38,,2016,0,0,0,0,0,0,0,0,0,0
 Montana,40,,2016,0,0,0,0,0,0,0,0,0,0
 Nebraska,36,,2016,0,0,0,0,0,0,0,0,0,0
 Nevada,37,,2016,0,0,0,0,0,0,0,0,0,0
 New Hampshire,42,,2016,0,0,0,0,0,0,0,0,0,0
 New Jersey,39,,2016,0,0,0,0,0,0,0,0,0,0
 New Mexico,37,,2016,0,0,0,0,0,0,0,0,0,0
 New York,38,,2016,0,0,0,0,0,0,0,0,0,0
 North Carolina,39,,2016,0,0,0,0,0,0,0,0,0,0
 North Dakota,35,,2016,0,0,0,0,0,0,0,0,0,0
 Ohio,39,,2016,0,0,0,0,0,0,0,0,0,0
 Oklahoma,36,,2016,0,0,0,0,0,0,0,0,0,0
 Oregon,39,,2016,0,0,0,0,0,0,0,0,0,0
 Pennsylvania,40,,2016,0,0,0,0,0,0,0,0,0,0
 Puerto Rico,40,,2016,0,0,0,0,0,0,0,0,0,0
 South Carolina,39,,2016,0,0,0,0,0,0,0,0,0,0
 Nebraska,6,,2016,0,0,0,1,0,0,0,0,0,0
 Michigan,39,,2016,0,0,0,0,0,0,0,0,0,0
 Rhode Island,4,,2016,0,0,1,0,0,0,0,0,0,0
 Massachusetts,39,,2016,0,0,0,0,0,0,0,0,0,0
 Maine,44,,2016,0,0,0,0,0,0,0,0,0,0
 Hawaii,2,,2016,0,0,0,0,0,0,0,0,0,0
 Idaho,1,,2016,0,0,0,0,0,0,0,0,0,0
 Illinois,2,,2016,0,0,0,0,0,0,0,0,0,0
 Indiana,1,,2016,0,0,0,0,0,0,0,0,0,0
 Iowa,2,,2016,0,0,0,0,0,0,0,0,0,0
 Kansas,2,,2016,0,0,0,0,0,0,0,0,0,0
 Kentucky,1,,2016,0,0,0,0,0,0,0,0,0,0
 Louisiana,1,,2016,0,0,0,0,0,0,0,0,0,0
 Maine,2,,2016,0,0,0,0,0,0,0,0,0,0
 Maryland,1,,2016,0,0,0,0,0,0,0,0,0,0
 Massachusetts,2,,2016,0,0,0,0,0,0,0,0,0,0
 Michigan,2,,2016,0,0,0,0,0,0,0,0,0,0
 Minnesota,2,,2016,0,0,0,0,0,0,0,0,0,0
 Mississippi,1,,2016,0,0,0,0,0,0,0,0,0,0
 Missouri,2,,2016,0,0,0,0,0,0,0,0,0,0
 Montana,2,,2016,0,0,0,0,0,0,0,0,0,0
 Nebraska,2,,2016,0,0,0,0,0,0,0,0,0,0
 Georgia,1,,2016,0,0,0,0,0,0,0,0,0,0
 Nevada,1,,2016,0,0,0,0,0,0,0,0,0,0
 Florida,2,,2016,0,0,0,0,0,0,0,0,0,0
 Delaware,1,,2016,0,0,0,0,0,0,0,0,0,0
 South Dakota,4,,2016,0,0,1,0,0,0,0,0,0,0
 Tennessee,4,,2016,0,0,1,0,0,0,0,0,0,0
 Texas,3,,2016,0,0,1,0,0,0,0,0,0,0
 Utah,3,,2016,0,0,1,0,0,0,0,0,0,0
 Vermont,4,,2016,0,0,1,0,0,0,0,0,0,0
 Virginia,4,,2016,0,0,1,0,0,0,0,0,0,0
 Washington,4,,2016,0,0,1,0,0,0,0,0,0,0
 West Virginia,5,,2016,0,0,1,0,0,0,0,0,0,0
 Wisconsin,4,,2016,0,0,1,0,0,0,0,0,0,0
 Wyoming,4,,2016,0,0,1,0,0,0,0,0,0,0
 Alabama,1,,2016,0,0,0,0,0,0,0,0,0,0
 Arizona,1,,2016,0,0,0,0,0,0,0,0,0,0
 Arkansas,1,,2016,0,0,0,0,0,0,0,0,0,0
 California,1,,2016,0,0,0,0,0,0,0,0,0,0
 Colorado,1,,2016,0,0,0,0,0,0,0,0,0,0
 Connecticut,2,,2016,0,0,0,0,0,0,0,0,0,0
 District of Columbia,1,,2016,0,0,0,0,0,0,0,0,0,0
 New Hampshire,2,,2016,0,0,0,0,0,0,0,0,0,0
 New Jersey,2,,2016,0,0,0,0,0,0,0,0,0,0
 New Mexico,1,,2016,0,0,0,0,0,0,0,0,0,0
 Arizona,38,,2016,0,0,0,0,0,0,0,0,0,0
 Arkansas,38,,2016,0,0,0,0,0,0,0,0,0,0
 California,36,,2016,0,0,0,0,0,0,0,0,0,0
 Colorado,36,,2016,0,0,0,0,0,0,0,0,0,0
 Connecticut,40,,2016,0,0,0,0,0,0,0,0,0,0
 Delaware,40,,2016,0,0,0,0,0,0,0,0,0,0
 District of Columbia,33,,2016,0,0,0,0,0,0,0,0,0,0
 Florida,42,,2016,0,0,0,0,0,0,0,0,0,0
 Georgia,36,,2016,0,0,0,0,0,0,0,0,0,0
 Hawaii,38,,2016,0,0,0,0,0,0,0,0,0,0
 Idaho,36,,2016,0,0,0,0,0,0,0,0,0,0
 Illinois,38,,2016,0,0,0,0,0,0,0,0,0,0
 Indiana,37,,2016,0,0,0,0,0,0,0,0,0,0
 Iowa,38,,2016,0,0,0,0,0,0,0,0,0,0
 Kansas,36,,2016,0,0,0,0,0,0,0,0,0,0
 Kentucky,38,,2016,0,0,0,0,0,0,0,0,0,0
 Louisiana,36,,2016,0,0,0,0,0,0,0,0,0,0
 Alaska,33,,2016,0,0,0,0,0,0,0,0,0,0
 Alabama,38,,2016,0,0,0,0,0,0,0,0,0,0
 Wyoming,1,,2016,0,0,0,0,0,0,0,0,0,0
 Wisconsin,2,,2016,0,0,0,0,0,0,0,0,0,0
 New York,2,,2016,0,0,0,0,0,0,0,0,0,0
 North Carolina,1,,2016,0,0,0,0,0,0,0,0,0,0
 North Dakota,2,,2016,0,0,0,0,0,0,0,0,0,0
 Ohio,2,,2016,0,0,0,0,0,0,0,0,0,0
 Oklahoma,1,,2016,0,0,0,0,0,0,0,0,0,0
 Oregon,2,,2016,0,0,0,0,0,0,0,0,0,0
 Pennsylvania,2,,2016,0,0,0,0,0,0,0,0,0,0
 Puerto Rico,2,,2016,0,0,0,0,0,0,0,0,0,0
 Maryland,38,,2016,0,0,0,0,0,0,0,0,0,0
 Rhode Island,2,,2016,0,0,0,0,0,0,0,0,0,0
 South Dakota,2,,2016,0,0,0,0,0,0,0,0,0,0
 Tennessee,1,,2016,0,0,0,0,0,0,0,0,0,0
 Texas,1,,2016,0,0,0,0,0,0,0,0,0,0
 Utah,1,,2016,0,0,0,0,0,0,0,0,0,0
 Vermont,2,,2016,0,0,0,0,0,0,0,0,0,0
 Virginia,1,,2016,0,0,0,0,0,0,0,0,0,0
 Washington,1,,2016,0,0,0,0,0,0,0,0,0,0
 West Virginia,2,,2016,0,0,0,0,0,0,0,0,0,0
 South Carolina,1,,2016,0,0,0,0,0,0,0,0,0,0
 Montana,7,,2016,0,0,0,1,0,0,0,0,0,0
 Missouri,7,,2016,0,0,0,1,0,0,0,0,0,0
 Mississippi,6,,2016,0,0,0,1,0,0,0,0,0,0
 Arkansas,6,,2016,0,0,0,0,0,0,1,0,0,0
 California,7,,2016,0,0,0,0,0,0,1,0,0,0
 Colorado,7,,2016,0,0,0,0,0,0,1,0,0,0
 Connecticut,6,,2016,0,0,0,0,0,0,1,0,0,0
 Delaware,6,,2016,0,0,0,0,0,0,1,0,0,0
 District of Columbia,8,,2016,0,0,0,0,0,0,1,0,0,0
 Florida,6,,2016,0,0,0,0,0,0,1,0,0,0
 Georgia,6,,2016,0,0,0,0,0,0,1,0,0,0
 Hawaii,6,,2016,0,0,0,0,0,0,1,0,0,0
 Idaho,6,,2016,0,0,0,0,0,0,1,0,0,0
 Illinois,6,,2016,0,0,0,0,0,0,1,0,0,0
 Indiana,7,,2016,0,0,0,0,0,0,1,0,0,0
 Iowa,7,,2016,0,0,0,0,0,0,1,0,0,0
 Kansas,7,,2016,0,0,0,0,0,0,1,0,0,0
 Kentucky,6,,2016,0,0,0,0,0,0,1,0,0,0
 Louisiana,6,,2016,0,0,0,0,0,0,1,0,0,0
 Maine,5,,2016,0,0,0,0,0,0,1,0,0,0
 Arizona,6,,2016,0,0,0,0,0,0,1,0,0,0
 Maryland,6,,2016,0,0,0,0,0,0,1,0,0,0
 Alaska,7,,2016,0,0,0,0,0,0,1,0,0,0
 Wyoming,49,F,2016,1,0,0,0,0,0,0,0,0,0
 North Dakota,48,F,2016,1,0,0,0,0,0,0,0,0,0
 Ohio,51,F,2016,1,0,0,0,0,0,0,0,0,0
 Oklahoma,51,F,2016,1,0,0,0,0,0,0,0,0,0
 Oregon,50,F,2016,1,0,0,0,0,0,0,0,0,0
 Pennsylvania,51,F,2016,1,0,0,0,0,0,0,0,0,0
 Puerto Rico,53,F,2016,1,0,0,0,0,0,0,0,0,0
 Rhode Island,52,F,2016,1,0,0,0,0,0,0,0,0,0
 South Carolina,52,F,2016,1,0,0,0,0,0,0,0,0,0
 South Dakota,50,F,2016,1,0,0,0,0,0,0,0,0,0
 Tennessee,51,F,2016,1,0,0,0,0,0,0,0,0,0
 Texas,50,F,2016,1,0,0,0,0,0,0,0,0,0
 Utah,50,F,2016,1,0,0,0,0,0,0,0,0,0
 Vermont,51,F,2016,1,0,0,0,0,0,0,0,0,0
 Virginia,51,F,2016,1,0,0,0,0,0,0,0,0,0
 Washington,50,F,2016,1,0,0,0,0,0,0,0,0,0
 West Virginia,51,F,2016,1,0,0,0,0,0,0,0,0,0
 Wisconsin,50,F,2016,1,0,0,0,0,0,0,0,0,0
 Alabama,6,,2016,0,0,0,0,0,0,1,0,0,0
 North Carolina,52,F,2016,1,0,0,0,0,0,0,0,0,0
 Massachusetts,7,,2016,0,0,0,0,0,0,1,0,0,0
 Minnesota,6,,2016,0,0,0,0,0,0,1,0,0,0
 Utah,8,,2016,0,0,0,0,0,0,1,0,0,0
 Vermont,7,,2016,0,0,0,0,0,0,1,0,0,0
 Virginia,6,,2016,0,0,0,0,0,0,1,0,0,0
 Washington,6,,2016,0,0,0,0,0,0,1,0,0,0
 West Virginia,6,,2016,0,0,0,0,0,0,1,0,0,0
 Wisconsin,6,,2016,0,0,0,0,0,0,1,0,0,0
 Wyoming,6,,2016,0,0,0,0,0,0,1,0,0,0
 Alabama,12,,2016,0,0,0,0,0,0,0,1,0,0
 Alaska,16,,2016,0,0,0,0,0,0,0,1,0,0
 Arizona,13,,2016,0,0,0,0,0,0,0,1,0,0
 Arkansas,12,,2016,0,0,0,0,0,0,0,1,0,0
 California,15,,2016,0,0,0,0,0,0,0,1,0,0
 Colorado,15,,2016,0,0,0,0,0,0,0,1,0,0
 Connecticut,12,,2016,0,0,0,0,0,0,0,1,0,0
 Delaware,13,,2016,0,0,0,0,0,0,0,1,0,0
 District of Columbia,22,,2016,0,0,0,0,0,0,0,1,0,0
 Florida,12,,2016,0,0,0,0,0,0,0,1,0,0
 Texas,7,,2016,0,0,0,0,0,0,1,0,0,0
 Michigan,7,,2016,0,0,0,0,0,0,1,0,0,0
 Tennessee,6,,2016,0,0,0,0,0,0,1,0,0,0
 South Carolina,6,,2016,0,0,0,0,0,0,1,0,0,0
 Mississippi,7,,2016,0,0,0,0,0,0,1,0,0,0
 Missouri,6,,2016,0,0,0,0,0,0,1,0,0,0
 Montana,7,,2016,0,0,0,0,0,0,1,0,0,0
 Nebraska,7,,2016,0,0,0,0,0,0,1,0,0,0
 Nevada,6,,2016,0,0,0,0,0,0,1,0,0,0
 New Hampshire,6,,2016,0,0,0,0,0,0,1,0,0,0
 New Jersey,6,,2016,0,0,0,0,0,0,1,0,0,0
 New Mexico,6,,2016,0,0,0,0,0,0,1,0,0,0
 New York,7,,2016,0,0,0,0,0,0,1,0,0,0
 North Carolina,6,,2016,0,0,0,0,0,0,1,0,0,0
 North Dakota,8,,2016,0,0,0,0,0,0,1,0,0,0
 Ohio,6,,2016,0,0,0,0,0,0,1,0,0,0
 Oklahoma,7,,2016,0,0,0,0,0,0,1,0,0,0
 Oregon,6,,2016,0,0,0,0,0,0,1,0,0,0
 Pennsylvania,6,,2016,0,0,0,0,0,0,1,0,0,0
 Puerto Rico,7,,2016,0,0,0,0,0,0,1,0,0,0
 Rhode Island,7,,2016,0,0,0,0,0,0,1,0,0,0
 South Dakota,6,,2016,0,0,0,0,0,0,1,0,0,0
 New York,52,F,2016,1,0,0,0,0,0,0,0,0,0
 New Mexico,50,F,2016,1,0,0,0,0,0,0,0,0,0
 New Jersey,51,F,2016,1,0,0,0,0,0,0,0,0,0
 Michigan,48,M,2016,1,0,0,0,0,0,0,0,0,0
 Minnesota,49,M,2016,1,0,0,0,0,0,0,0,0,0
 Mississippi,47,M,2016,1,0,0,0,0,0,0,0,0,0
 Missouri,48,M,2016,1,0,0,0,0,0,0,0,0,0
 Montana,50,M,2016,1,0,0,0,0,0,0,0,0,0
 Nebraska,49,M,2016,1,0,0,0,0,0,0,0,0,0
 Nevada,49,M,2016,1,0,0,0,0,0,0,0,0,0
 New Hampshire,49,M,2016,1,0,0,0,0,0,0,0,0,0
 New Jersey,48,M,2016,1,0,0,0,0,0,0,0,0,0
 New Mexico,49,M,2016,1,0,0,0,0,0,0,0,0,0
 New York,47,M,2016,1,0,0,0,0,0,0,0,0,0
 North Carolina,47,M,2016,1,0,0,0,0,0,0,0,0,0
 North Dakota,51,M,2016,1,0,0,0,0,0,0,0,0,0
 Ohio,48,M,2016,1,0,0,0,0,0,0,0,0,0
 Oklahoma,48,M,2016,1,0,0,0,0,0,0,0,0,0
 Oregon,49,M,2016,1,0,0,0,0,0,0,0,0,0
 Pennsylvania,48,M,2016,1,0,0,0,0,0,0,0,0,0
 Massachusetts,47,M,2016,1,0,0,0,0,0,0,0,0,0
 Puerto Rico,46,M,2016,1,0,0,0,0,0,0,0,0,0
 Maryland,47,M,2016,1,0,0,0,0,0,0,0,0,0
 Louisiana,48,M,2016,1,0,0,0,0,0,0,0,0,0
 Alaska,52,M,2016,1,0,0,0,0,0,0,0,0,0
 Arizona,49,M,2016,1,0,0,0,0,0,0,0,0,0
 Arkansas,48,M,2016,1,0,0,0,0,0,0,0,0,0
 California,49,M,2016,1,0,0,0,0,0,0,0,0,0
 Colorado,50,M,2016,1,0,0,0,0,0,0,0,0,0
 Connecticut,48,M,2016,1,0,0,0,0,0,0,0,0,0
 Delaware,47,M,2016,1,0,0,0,0,0,0,0,0,0
 District of Columbia,46,M,2016,1,0,0,0,0,0,0,0,0,0
 Florida,48,M,2016,1,0,0,0,0,0,0,0,0,0
 Georgia,47,M,2016,1,0,0,0,0,0,0,0,0,0
 Hawaii,49,M,2016,1,0,0,0,0,0,0,0,0,0
 Idaho,49,M,2016,1,0,0,0,0,0,0,0,0,0
 Illinois,48,M,2016,1,0,0,0,0,0,0,0,0,0
 Indiana,48,M,2016,1,0,0,0,0,0,0,0,0,0
 Iowa,49,M,2016,1,0,0,0,0,0,0,0,0,0
 Kansas,49,M,2016,1,0,0,0,0,0,0,0,0,0
 Kentucky,48,M,2016,1,0,0,0,0,0,0,0,0,0
 Maine,48,M,2016,1,0,0,0,0,0,0,0,0,0
 Rhode Island,47,M,2016,1,0,0,0,0,0,0,0,0,0
 South Carolina,47,M,2016,1,0,0,0,0,0,0,0,0,0
 South Dakota,49,M,2016,1,0,0,0,0,0,0,0,0,0
 Illinois,51,F,2016,1,0,0,0,0,0,0,0,0,0
 Indiana,51,F,2016,1,0,0,0,0,0,0,0,0,0
 Iowa,50,F,2016,1,0,0,0,0,0,0,0,0,0
 Kansas,50,F,2016,1,0,0,0,0,0,0,0,0,0
 Kentucky,51,F,2016,1,0,0,0,0,0,0,0,0,0
 Louisiana,51,F,2016,1,0,0,0,0,0,0,0,0,0
 Maine,51,F,2016,1,0,0,0,0,0,0,0,0,0
 Maryland,52,F,2016,1,0,0,0,0,0,0,0,0,0
 Massachusetts,52,F,2016,1,0,0,0,0,0,0,0,0,0
 Michigan,51,F,2016,1,0,0,0,0,0,0,0,0,0
 Minnesota,50,F,2016,1,0,0,0,0,0,0,0,0,0
 Mississippi,52,F,2016,1,0,0,0,0,0,0,0,0,0
 Missouri,51,F,2016,1,0,0,0,0,0,0,0,0,0
 Montana,50,F,2016,1,0,0,0,0,0,0,0,0,0
 Nebraska,50,F,2016,1,0,0,0,0,0,0,0,0,0
 Nevada,50,F,2016,1,0,0,0,0,0,0,0,0,0
 New Hampshire,50,F,2016,1,0,0,0,0,0,0,0,0,0
 Idaho,50,F,2016,1,0,0,0,0,0,0,0,0,0
 Hawaii,50,F,2016,1,0,0,0,0,0,0,0,0,0
 Georgia,52,F,2016,1,0,0,0,0,0,0,0,0,0
 Florida,51,F,2016,1,0,0,0,0,0,0,0,0,0
 Tennessee,48,M,2016,1,0,0,0,0,0,0,0,0,0
 Texas,49,M,2016,1,0,0,0,0,0,0,0,0,0
 Utah,49,M,2016,1,0,0,0,0,0,0,0,0,0
 Vermont,48,M,2016,1,0,0,0,0,0,0,0,0,0
 Virginia,48,M,2016,1,0,0,0,0,0,0,0,0,0
 Washington,49,M,2016,1,0,0,0,0,0,0,0,0,0
 West Virginia,48,M,2016,1,0,0,0,0,0,0,0,0,0
 Wisconsin,49,M,2016,1,0,0,0,0,0,0,0,0,0
 Georgia,13,,2016,0,0,0,0,0,0,0,1,0,0
 Wyoming,50,M,2016,1,0,0,0,0,0,0,0,0,0
 Alaska,47,F,2016,1,0,0,0,0,0,0,0,0,0
 Arizona,50,F,2016,1,0,0,0,0,0,0,0,0,0
 Arkansas,51,F,2016,1,0,0,0,0,0,0,0,0,0
 California,50,F,2016,1,0,0,0,0,0,0,0,0,0
 Colorado,49,F,2016,1,0,0,0,0,0,0,0,0,0
 Connecticut,51,F,2016,1,0,0,0,0,0,0,0,0,0
 Delaware,52,F,2016,1,0,0,0,0,0,0,0,0,0
 District of Columbia,53,F,2016,1,0,0,0,0,0,0,0,0,0
 Alabama,52,F,2016,1,0,0,0,0,0,0,0,0,0
 Hawaii,14,,2016,0,0,0,0,0,0,0,1,0,0
 Alabama,47,M,2016,1,0,0,0,0,0,0,0,0,0
 Illinois,13,,2016,0,0,0,0,0,0,0,1,0,0
 Kansas,12,,2016,0,0,0,0,0,0,0,0,1,0
 Kentucky,13,,2016,0,0,0,0,0,0,0,0,1,0
 Louisiana,12,,2016,0,0,0,0,0,0,0,0,1,0
